datetime,date,hour,demand,supply,loadshed,peak
2023-07-01T00:00,2023-07-01,0,,,78,
2023-07-01T01:00,2023-07-01,1,,,0,
2023-07-01T02:00,2023-07-01,2,,,0,
2023-07-01T03:00,2023-07-01,3,,,0,
2023-07-01T04:00,2023-07-01,4,,,0,
2023-07-01T05:00,2023-07-01,5,,,0,
2023-07-01T06:00,2023-07-01,6,,,0,
2023-07-01T07:00,2023-07-01,7,,,0,
2023-07-01T08:00,2023-07-01,8,,,0,
2023-07-01T09:00,2023-07-01,9,,,0,
2023-07-01T10:00,2023-07-01,10,,,0,
2023-07-01T11:00,2023-07-01,11,,,0,
2023-07-01T12:00,2023-07-01,12,,,0,day
2023-07-01T13:00,2023-07-01,13,,,0,
2023-07-01T14:00,2023-07-01,14,,,0,
2023-07-01T15:00,2023-07-01,15,,,0,
2023-07-01T16:00,2023-07-01,16,,,0,
2023-07-01T17:00,2023-07-01,17,,,0,
2023-07-01T18:00,2023-07-01,18,,,0,
2023-07-01T19:00,2023-07-01,19,,,0,
2023-07-01T20:00,2023-07-01,20,,,0,
2023-07-01T21:00,2023-07-01,21,,,0,evening
2023-07-01T22:00,2023-07-01,22,,,0,
2023-07-01T23:00,2023-07-01,23,,,0,
2023-07-02T00:00,2023-07-02,0,,,75,
2023-07-02T01:00,2023-07-02,1,,,226,
2023-07-02T02:00,2023-07-02,2,,,217,
2023-07-02T03:00,2023-07-02,3,,,221,
2023-07-02T04:00,2023-07-02,4,,,220,
2023-07-02T05:00,2023-07-02,5,,,180,
2023-07-02T06:00,2023-07-02,6,,,142,
2023-07-02T07:00,2023-07-02,7,,,96,
2023-07-02T08:00,2023-07-02,8,,,75,
2023-07-02T09:00,2023-07-02,9,,,99,
2023-07-02T10:00,2023-07-02,10,,,86,
2023-07-02T11:00,2023-07-02,11,,,68,
2023-07-02T12:00,2023-07-02,12,,,50,day
2023-07-02T13:00,2023-07-02,13,,,55,
2023-07-02T14:00,2023-07-02,14,,,96,
2023-07-02T15:00,2023-07-02,15,,,93,
2023-07-02T16:00,2023-07-02,16,,,92,
2023-07-02T17:00,2023-07-02,17,,,40,
2023-07-02T18:00,2023-07-02,18,,,0,
2023-07-02T19:00,2023-07-02,19,,,0,
2023-07-02T20:00,2023-07-02,20,,,0,
2023-07-02T21:00,2023-07-02,21,,,0,evening
2023-07-02T22:00,2023-07-02,22,,,0,
2023-07-02T23:00,2023-07-02,23,,,0,
2023-07-03T00:00,2023-07-03,0,,,173,
2023-07-03T01:00,2023-07-03,1,,,74,
2023-07-03T02:00,2023-07-03,2,,,74,
2023-07-03T03:00,2023-07-03,3,,,47,
2023-07-03T04:00,2023-07-03,4,,,30,
2023-07-03T05:00,2023-07-03,5,,,30,
2023-07-03T06:00,2023-07-03,6,,,0,
2023-07-03T07:00,2023-07-03,7,,,0,
2023-07-03T08:00,2023-07-03,8,,,0,
2023-07-03T09:00,2023-07-03,9,,,0,
2023-07-03T10:00,2023-07-03,10,,,0,
2023-07-03T11:00,2023-07-03,11,,,0,
2023-07-03T12:00,2023-07-03,12,,,0,day
2023-07-03T13:00,2023-07-03,13,,,0,
2023-07-03T14:00,2023-07-03,14,,,46,
2023-07-03T15:00,2023-07-03,15,,,97,
2023-07-03T16:00,2023-07-03,16,,,0,
2023-07-03T17:00,2023-07-03,17,,,0,
2023-07-03T18:00,2023-07-03,18,,,0,
2023-07-03T19:00,2023-07-03,19,,,0,
2023-07-03T20:00,2023-07-03,20,,,0,
2023-07-03T21:00,2023-07-03,21,,,0,evening
2023-07-03T22:00,2023-07-03,22,,,0,
2023-07-03T23:00,2023-07-03,23,,,0,
2023-07-04T00:00,2023-07-04,0,,,186,
